Número Procedimiento,Nro SAF,Descripcion SAF,Nro UOC,Descripcion UOC,Tipo de Procedimiento,Modalidad,Apartado Directa,Ejercicio,Fecha de Publicación,Fecha de Apertura,Etapa,Alcance,Nombre del Procedimiento,Objeto del Procedimiento,Monto Estimado,Tipo de Operación
40/30-0009-LPR20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/030 - UOC LADE,Licitacion Privada,Orden de compra abierta,,2020.0,04/02/2020 10:00:00 a.m.,19/02/2020 10:00:00 a.m.,Única,Nacional,MANTENIMIENTO DE EQUIPOS DE REFRIGERACIÓN,MANTENIMIENTO DE EQUIPOS DE REFRIGERACIÓN,2556500.0,Proceso de Compra
63-0004-CDI20,850.0,850 - Administración Nacional de la Seguridad Social,63.0,63/000 - Dirección de Contrataciones - ANSES II,Contratación Directa,Sin Modalidad,Apartado 11: Adjudicación Simple por Locación de Inmuebles,2020.0,04/02/2020 12:00:00 a.m.,11/02/2020 03:00:00 p.m.,Única,Nacional,Locación Inmueble para Oficina Puerto Santa Cruz,Locación Inmueble para Oficina Puerto Santa Cruz,1440000.0,Proceso de Compra
47-0001-LPU20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Licitacion Pública,Sin Modalidad,,2020.0,04/02/2020 03:45:00 p.m.,27/02/2020 10:00:00 a.m.,Única,Nacional,Contratación servicio de mantenimiento de rubros varios de los Buques de Investigación Pesquera,Contratación servicio de mantenimiento de rubros varios de los Buques de Investigación Pesquera del INIDEP con provisión de materiales,13000000.0,Proceso de Compra
84/138-0084-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/138 - Comando de la Fuerza de Despliegue Rápido,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 02:30:00 p.m.,12/02/2020 09:00:00 a.m.,Única,Nacional,“ADQUISICIÓN DE ELEMENTOS DE FERRETERÍA - 1ER TRIM 2020 - CFDR .,“ADQUISICIÓN DE ELEMENTOS DE FERRETERÍA - 1ER TRIM 2020 - CFDR .,2096797.59,Proceso de Compra
47-0017-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 10:15:00 a.m.,03/03/2020 10:00:00 a.m.,Única,Nacional,Adquisición de repuestos originales para compresores Atlas Copco para el BIP VICTOR ANGELESCU,Adquisición de repuestos originales para compresores Atlas Copco para el BIP VICTOR ANGELESCU,326695.0,Proceso de Compra
37/5-0066-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/005 - Escuela De  Gendarmería Nacional Grl D. M.M. De Güemes,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 08:00:00 a.m.,17/02/2020 12:00:00 p.m.,Única,Nacional,MANTENIMIENTO DE LA REVELADORA Y RETIRO DE RESIDUOS PELIGROSOS,MANTENIMIENTO DE LA REVELADORA Y RETIRO DE RESIDUOS PELIGROSOS,268200.0,Proceso de Compra
47-0018-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 10:00:00 a.m.,28/02/2020 11:00:00 a.m.,Única,Nacional,Servicio de recorrido de las balsas salvavidas del BIP VICTOR ANGELESCU,Servicio de recorrido de las balsas salvavidas del BIP VICTOR ANGELESCU,533000.0,Proceso de Compra
47-0004-LPR20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 11:30:00 a.m.,14/02/2020 10:00:00 a.m.,Única,Nacional,Adquisición de víveres para aprovisionamiento de los buques de investigación pesquera del INIDEP,Adquisición de víveres para aprovisionamiento de los buques de investigación pesquera del INIDEP,5286524.0,Proceso de Compra
47-0019-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 12:00:00 p.m.,04/03/2020 10:00:00 a.m.,Única,Nacional,Servicio de recorrido de rampas MOB de los buques VICTOR ANGELESCU y DR. EDUARDO L. HOLMBERG,Servicio de recorrido de rampas MOB de los buques VICTOR ANGELESCU y DR. EDUARDO L. HOLMBERG,100000.0,Proceso de Compra
47-0020-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 12:00:00 p.m.,05/03/2020 10:00:00 a.m.,Única,Nacional,Servicio de recorrido de los trajes de inmersión de los Bip´s DR. EDUARDO L. HOLMBERG y VICTOR ANGEL,Servicio de recorrido de los trajes de inmersión de los buques de investigación pesquera DR. EDUARDO L. HOLMBERG y VICTOR ANGELESCU,245700.0,Proceso de Compra
47-0021-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 12:00:00 p.m.,03/03/2020 11:00:00 a.m.,Única,Nacional,Adquisición de sensores de humo y de temperatura para el BIP VICTOR ANGELESCU,Adquisición de sensores de humo y de temperatura para el BIP VICTOR ANGELESCU,82000.0,Proceso de Compra
46/23-0049-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/23 - 23° Santa Cruz - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 10:30:00 a.m.,11/02/2020 11:00:00 a.m.,Única,Nacional,CONTRATACION DE SERVICIO DE SEGURO PARA ESTABLECIMIENTOS 23° DISTRITO.,CONTRATACION DE SERVICIO DE SEGURO PARA ESTABLECIMIENTOS 23° DISTRITO.,282000.0,Proceso de Compra
47-0023-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 11:45:00 a.m.,14/02/2020 11:00:00 a.m.,Única,Nacional,Servicio de recolección de residuos para el INIDEP,Servicio de recolección de residuos para el INIDEP,660000.0,Proceso de Compra
84/24-0101-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 08:00:00 a.m.,11/02/2020 08:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE INSUMOS Y REPUESTOS PARA MAQUINAS Y VEHÍCULOS DEL INSTITUTO,ADQUISICIÓN DE INSUMOS Y REPUESTOS PARA MAQUINAS Y VEHÍCULOS DEL INSTITUTO,1712920.8,Proceso de Compra
74/16-0005-LPR20,107.0,107 - Administración de Parques Nacionales,74.0,74/16 - Delegación Centro DRC - APN,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 09:00:00 a.m.,17/02/2020 11:00:00 a.m.,Única,Nacional,SERVICIO DE LIMPIEZA PARA LA DIRECCIÓN REGIONAL CENTRO -APN,SERVICIO DE LIMPIEZA PARA LA DIRECCIÓN REGIONAL CENTRO -APN,204000.0,Proceso de Compra
84/24-0104-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 04:00:00 p.m.,12/02/2020 08:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE VIDRIERÍA,ADQUISICIÓN DE ELEMENTOS DE VIDRIERÍA,170998.0,Proceso de Compra
84/24-0105-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 05:00:00 p.m.,12/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE HERRERÍA,ADQUISICIÓN DE ELEMENTOS DE HERRERÍA,805914.0,Proceso de Compra
37/5-0094-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/005 - Escuela De  Gendarmería Nacional Grl D. M.M. De Güemes,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 12:00:00 a.m.,17/02/2020 11:00:00 a.m.,Única,Nacional,SERVICIO DE DOSIMETRIA,SERVICIO DE DOSIMETRIA,69608.88,Proceso de Compra
47-0029-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 01:30:00 p.m.,14/02/2020 12:00:00 p.m.,Única,Nacional,Adquisición insumos para baños,Adquisición insumos para baños,152000.0,Proceso de Compra
46/7-0068-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/07 - 7° Santa Fe - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 08:54:00 a.m.,17/02/2020 10:00:00 a.m.,Única,Nacional,Jaulas de Trabajo - Ford Ranger 4x2 DC  Dom.: AD-391-LS; AD-391-LT; AD-391-LU; AD-391-LV; AD-391-LW.,Adquisición de Jaulas de Trabajo para Camionetas Ford Ranger 4x2 DC  Dominios: AD-391-LS; AD-391-LT; AD-391-LU; AD-391-LV; AD-391-LW.,164500.0,Proceso de Compra
38/11-0022-LPR20,379.0,379 - Estado Mayor General de la Armada,38.0,38/11 - División de Compras - Destacamento naval Rio Grande,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 11:00:00 a.m.,17/02/2020 10:00:00 a.m.,Única,Nacional,MANT. Y REP. E INST. DE EQUIPOS Y LA RECONEXION Y HABILITACIÓN DE LA RED DE GAS DE AGRUIM,MANT. Y REP. E INST. DE EQUIPOS Y LA RECONEXION Y HABILITACIÓN DE LA RED DE GAS DE AGRUIM,3458000.0,Proceso de Compra
84/24-0128-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,Licitacion Privada,Sin Modalidad,,2020.0,04/02/2020 08:00:00 a.m.,11/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE MATERIALES PARA LA INCORPORACIÓN DE CADETES PARA EL AÑO 2020.,ADQUISICIÓN DE MATERIALES PARA LA INCORPORACIÓN DE CADETES PARA EL AÑO 2020.,1327020.0,Proceso de Compra
38/15-0010-CDI20,379.0,379 - Estado Mayor General de la Armada,38.0,38/015 - Dirección de Obtención de la Armada,Contratación Directa,Sin Modalidad,Apartado 8: Adjudicación Simple Interadministrativa,2020.0,04/02/2020 12:00:00 p.m.,07/02/2020 06:00:00 p.m.,Única,Nacional,ADQUIRIR GAS OIL BUQUE NO EXENTO  PARA ABASTECER A LOS BUQUES DEPENDIENTES DE LA ESCUADRILLA DE RÍOS,ADQUIRIR GAS OIL BUQUE NO EXENTO  PARA ABASTECER A LOS BUQUES DEPENDIENTES DE LA ESCUADRILLA DE RÍOS,8193280.0,Proceso de Compra
38/15-0011-CDI20,379.0,379 - Estado Mayor General de la Armada,38.0,38/015 - Dirección de Obtención de la Armada,Contratación Directa,Sin Modalidad,Apartado 8: Adjudicación Simple Interadministrativa,2020.0,04/02/2020 12:00:00 p.m.,07/02/2020 06:00:00 p.m.,Única,Nacional,ADQUIRIR GAS OIL BUQUE NO EXENTO PARA ABASTECER A LOS BUQUES DEPENDIENTES DE LA ZONA PUERTO BELGRANO,ADQUIRIR GAS OIL BUQUE NO EXENTO PARA ABASTECER A LOS BUQUES DEPENDIENTES DE LA ZONA PUERTO BELGRANO,10545000.0,Proceso de Compra
38/15-0012-CDI20,379.0,379 - Estado Mayor General de la Armada,38.0,38/015 - Dirección de Obtención de la Armada,Contratación Directa,Sin Modalidad,Apartado 8: Adjudicación Simple Interadministrativa,2020.0,04/02/2020 01:00:00 p.m.,07/02/2020 06:00:00 p.m.,Única,Nacional,ADQUIRIR GAS OIL BUQUE NO EXENTO  PARA ABASTECER A LOS REMOLCADORES DE LA ZONA MAR DEL PLATA.,ADQUIRIR GAS OIL BUQUE NO EXENTO  PARA ABASTECER A LOS REMOLCADORES DE LA ZONA MAR DEL PLATA.,9990000.0,Proceso de Compra
40/34-0049-CDI20,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/34 - Base Aérea Militar Río Gallegos,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 09:10:00 a.m.,10/02/2020 11:00:00 a.m.,Única,Nacional,C.D.N° 04/2020 ADQUISICIÓN DE MATERIALES,C.D.N° 04/2020 ADQUISICIÓN DE MATERIALES,307960.7,Proceso de Compra
84/6-0133-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/06 - Dirección General de Salud,Licitacion Privada,Orden de compra abierta,,2020.0,04/02/2020 09:00:00 a.m.,13/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE PRIMEROS AUXILIOS PARA ACCIDENTES,ADQUIRIR ELEMENTOS PARA CURACIONES EN LA ATENCIÓN DE LOS PRIMEROS AUXILIOS EN CASOS DE ACCIDENTES EN ACTIVIDADES DIARIAS DEL PERSONAL.,5208250.0,Proceso de Compra
46/22-0084-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/22 - 22° Formosa - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,04/02/2020 01:00:00 p.m.,14/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICION DE ARTICULOS DE LIBRERIA PARA EL 22º DISTRITO FORMOSA,ADQUISICION DE ARTICULOS DE LIBRERIA PARA EL 22º DISTRITO FORMOSA,93561.0,Proceso de Compra
38/27-0026-LPR20,379.0,379 - Estado Mayor General de la Armada,38.0,38/27 - Agrupación Servicios de Cuartel,Licitacion Privada,Orden de compra abierta,,2020.0,04/02/2020 12:00:00 p.m.,18/02/2020 11:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ESCUDOS Y MEDALLAS,ADQUISICIÓN DE ESCUDOS Y MEDALLAS,1000690.0,Proceso de Compra
66-0003-CDI20,904.0,904 - Administración Nacional de Medicamentos; Alimentos y Tecnología Médica - ANMAT,66.0,66/00 - Dirección de Compras; Suministros; Logística y Arquitectura - ANMAT,Contratación Directa,Sin Modalidad,Apartado 8: Adjudicación Simple Interadministrativa,2020.0,04/02/2020 06:00:00 p.m.,28/02/2020 12:00:00 p.m.,Única,Nacional,Convenio Interadministrativo Policía de la Ciudad de Buenos Aires - 2020.,Convenio Interadministrativo Policía de la Ciudad de Buenos Aires - 2020.,11176542.0,Proceso de Compra
38/21-0025-LPR20,379.0,379 - Estado Mayor General de la Armada,38.0,38/021 - Jefatura Militar de la Dirección General de Educación de la Armada,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 08:00:00 a.m.,13/02/2020 08:00:00 a.m.,Única,Nacional,SERVICIO DE REPARACIÓN DE EQUIPOS INFOMÁTICOS,Servicio de Reparación de CINCO (5) Impresoras y UN (1) Servidor a fin de mantener el correcto funcionamiento de los equipos informáticos de la DIRECCIÓN GENERAL DE EDUCACIÓN DE LA ARMADA,767000.0,Proceso de Compra
46/6-0102-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/06 - 6° Jujuy - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 02:00:00 p.m.,13/02/2020 01:00:00 p.m.,Única,Nacional,Servicio de Mantenimiento de Equipos Extintores del 6° Distrito Jujuy – 3° Llamado,Servicio de Mantenimiento de Equipos Extintores del 6° Distrito Jujuy,90860.0,Proceso de Compra
68-0011-LPR19,906.0,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán,68.0,68/00 - Departamento de Administracion de Bienes - ANLIS,Licitacion Privada,Sin Modalidad,,2019.0,05/02/2020 03:00:00 p.m.,28/02/2020 01:00:00 p.m.,Única,Nacional,Contratación de un servicio  mantenimiento de espacios verdes (SEDE CENTRAL),Contratación de un servicio  mantenimiento de espacios verdes (SEDE CENTRAL),2071200.0,Proceso de Compra
84/17-0140-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/17 - Comando Brigada de Montaña V,Licitacion Privada,Orden de compra abierta,,2020.0,05/02/2020 09:00:00 a.m.,12/02/2020 08:30:00 a.m.,Única,Nacional,ADQUISICION DE OXIGENO CALIDAD MEDICINAL - 1ER TRIM AÑO 2020 2DO LLAMADO.,ADQUISICIÓN DE OXIGENO CALIDAD MEDICINAL PARA EL 1ER TRIMESTRE AÑO 2020.,54774.27,Proceso de Compra
84/17-0141-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/17 - Comando Brigada de Montaña V,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 09:00:00 a.m.,12/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE BENGALAS PARA EL 1ER TRIM AÑO 2020 - 2DO LLAMADO,ADQUISICIÓN DE BENGALAS PARA EL 1ER TRIMESTRE AÑO 2020.,11838.0,Proceso de Compra
84/17-0144-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/17 - Comando Brigada de Montaña V,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 09:00:00 a.m.,12/02/2020 09:30:00 a.m.,Única,Nacional,ADQUISICIÓN DE PRODUCTOS DE FARMACÉUTICOS PARA EL 1ER TRIM AÑO 2020 - 2DO LLAMADO,ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS PARA EL 1ER TRIMESTRE AÑO 2020.,333259.69,Proceso de Compra
84/17-0146-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/17 - Comando Brigada de Montaña V,Licitacion Privada,Orden de compra abierta,,2020.0,05/02/2020 09:00:00 a.m.,12/02/2020 10:00:00 a.m.,Única,Nacional,CONTRATACIÓN DEL SERVICIO DE MANT. Y REP. DE VEHICULOS  PARA EL 1ER TRIM 2020 - 2DO LLAMADO,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS PARA EL 1ER TRIMESTRE AÑO 2020.,532662.07,Proceso de Compra
84/17-0148-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/17 - Comando Brigada de Montaña V,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 09:00:00 a.m.,12/02/2020 10:30:00 a.m.,Única,Nacional,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPO - 1ER TRIM 2020 - 2DO LLAMADO,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS PARA EL 1ER TRIMESTRE AÑO 2020,275100.0,Proceso de Compra
40/18-0995-CDI19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/018 - UOC PAR,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2019.0,05/02/2020 11:58:00 a.m.,17/02/2020 09:30:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE LABORATORIO,ADQUISICIÓN DE ELEMENTOS DE LABORATORIO,149165.46,Proceso de Compra
84/19-0142-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/19 - Comando Brigada de Montaña VIII,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 02:00:00 p.m.,14/02/2020 08:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE BIDONES DE AGUA - 1ER RIMESTRE 2020,ADQUISICIÓN DE BIDONES DE AGUA - 1ER TRIMESTRE 2020,231000.0,Proceso de Compra
38-0232-LPU19,379.0,379 - Estado Mayor General de la Armada,38.0,38/00 - Servicio Administrativo Financiero de la Armada,Licitacion Pública,Sin Modalidad,,2019.0,05/02/2020 08:00:00 a.m.,21/02/2020 10:00:00 a.m.,Única,Nacional,MODERNIZACIÓN RED DE GAS CALLE VIDAL Nº 1671  CABA.,Modernización de la red de gas natural que alimenta la calefacción  cocinas y termotanques de las unidades funcionales del Edificio Fiscal sito en calle Vidal Nº 1671 de la Ciudad Autónoma de Buenos Aires  administrado por el Departamento Viviendas Fiscales que depende de la DIRECCIÓN DE BIENESTAR DE LA ARMADA,22040562.0,Proceso de Compra
26-0034-LPU19,307.0,307 - Ministerio de Relaciones Exteriores y Culto,26.0,26/000 - Dirección de Compras y Contrataciones - MRE,Licitacion Pública,Sin Modalidad,,2019.0,05/02/2020 12:15:00 a.m.,28/02/2020 12:00:00 p.m.,Única,Nacional,Contratación del seguro de Riesgos del Trabajo,Contratación del seguro de Riesgos del Trabajo,30543856.32,Proceso de Compra
38-0233-LPU19,379.0,379 - Estado Mayor General de la Armada,38.0,38/00 - Servicio Administrativo Financiero de la Armada,Licitacion Pública,Sin Modalidad,,2019.0,05/02/2020 09:00:00 a.m.,19/02/2020 10:00:00 a.m.,Única,Nacional,MANTENIMIENTO  REPARACIÓN Y MODERNIZACIÓN DE SIETE (7) ASCENSORES,MANTENIMIENTO  REPARACIÓN Y MODERNIZACIÓN DE SIETE (7) ASCENSORES UBICADOS EN LOS EDIFICIOS FISCALES ADMINISTRADOS POR EL DEPARTAMENTO VIVIENDAS FISCALES DEPENDIENTE DE LA DIRECCIÓN DE BIENESTAR DE LA ARMADA.,17540000.0,Proceso de Compra
38/16-1408-LPR19,379.0,379 - Estado Mayor General de la Armada,38.0,38/16 - Licitaciones y Compras - Base Aeronaval Almirante Zar,Licitacion Privada,Sin Modalidad,,2019.0,05/02/2020 02:00:00 p.m.,18/02/2020 10:00:00 a.m.,Única,Nacional,Adquisicion de Herramientas para el Taller Aeronaval Almirante Zar,Adquisicion de Herramientas para el Taller Aeronaval Almirante Zar,500000.0,Proceso de Compra
84/3-0130-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/03 - Comando de la 1ra División de Ejército,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 02:00:00 p.m.,13/02/2020 09:00:00 a.m.,Única,Nacional,ADQUIRIR EL SERVICIO DE MANT Y REP DE VEHÍCULOS PARA EL 1ER TRIMESTRE 2020 - OPINOR - 2DO LLAMADO.,ADQUIRIR EL SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS PARA EL 1ER TRIMESTRE 2020 - OPINOR.,251379.51,Proceso de Compra
84/3-0131-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/03 - Comando de la 1ra División de Ejército,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 02:00:00 p.m.,13/02/2020 10:00:00 a.m.,Única,Nacional,ADQUIRIR SERVICIO DE MANT Y REP DE MOTOR DE MOTOGUADAÑA - 1ER TRIMESTRE 2020- OPINOR - 2DO LLAMADO.,ADQUIRIR SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE MOTOR DE MOTOGUADAÑA - 1ER TRIMESTRE 2020- OPINOR,109014.42,Proceso de Compra
47-0011-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 10:15:00 a.m.,19/02/2020 11:00:00 a.m.,Única,Nacional,Recorrido anual de compresores Atlas Copco del BIP VICTOR ANGELESCU,Recorrido anual de compresores Atlas Copco del BIP VICTOR ANGELESCU,80010.0,Proceso de Compra
46/12-0005-LPR20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/12 - 12° Neuquen - DNV,Licitacion Privada,Orden de compra abierta,,2020.0,05/02/2020 03:00:00 p.m.,14/02/2020 03:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE CONCRETO ASFÁLTICO EN CALIENTE,ADQUISICIÓN DE CONCRETO ASFÁLTICO EN CALIENTE,4163304.0,Proceso de Compra
37/7-0040-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/007 - Escuela De Suboficiales Cabo Raúl Remberto Cuello,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 08:00:00 a.m.,11/02/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE MANTENIMIENTO Y RECARGA DE MATAFUEGOS,SERVICIO DE MANTENIMIENTO Y RECARGA DE MATAFUEGOS,154570.0,Proceso de Compra
46/6-0009-LPR20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/06 - 6° Jujuy - DNV,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 10:00:00 a.m.,17/02/2020 10:00:00 a.m.,Única,Nacional,Adquisición de Servicio de Colocación de Barandas Anti vandálicas en Puentes.,SERVICIO DE PROTECCION DE PUENTE ASUNCIÓN DEL PARAGUAY   “A  (ASCENDENTE) y “O  (DESCENDENTE) - RN.N° 9 PROGRESIVA Km. 1692.84,3129217.68,Proceso de Compra
46/22-0098-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/22 - 22° Formosa - DNV,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 09:00:00 a.m.,13/02/2020 09:00:00 a.m.,Única,Nacional,ADQUISICION DE AGUA ENVASADA EN BIDONES DE 20 LTS. PARA EL 22º DISTRITO FORMOSA (2º LLAMADO),ADQUISICION DE AGUA ENVASADA EN BIDONES DE 20 LITROS PARA EL 22º DISTRITO,375000.0,Proceso de Compra
47-0016-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 10:15:00 a.m.,20/02/2020 11:00:00 a.m.,Única,Nacional,Servicio mensual de fumigación del Edificio INIDEP,Servicio mensual de fumigación del Edificio INIDEP,80400.0,Proceso de Compra
96-0002-LPR20,908.0,908 - Hospital Nacional Profesor Alejandro Posadas,96.0,96 - Dirección General de Administración,Licitacion Privada,Sin Modalidad,,2020.0,05/02/2020 08:00:00 a.m.,13/03/2020 01:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE COLCHONES PARA INTERNACIÓN,ADQUISICIÓN DE COLCHONES PARA INTERNACIÓN,6155000.0,Proceso de Compra
46/18-0048-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/18 - 18° Chaco - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 10:00:00 a.m.,12/02/2020 08:00:00 a.m.,Única,Nacional,SERVICIO DE REVISIÓN TÉCNICA OBLIGATORIA,SERVICIO DE REVISIÓN TÉCNICA OBLIGATORIA,108750.0,Proceso de Compra
47-0026-CDI20,607.0,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,47.0,47 - Dpto. de Compras y Servicios- INIDEP,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,05/02/2020 10:15:00 a.m.,27/02/2020 11:00:00 a.m.,Única,Nacional,Servicio de reparación de autoelevador YALE modelo B83 SM-25-PAS,Servicio de reparación de autoelevador YALE modelo B83 SM-25-PAS,39000.0,Proceso de Compra
