Número Procedimiento,Nro SAF,Descripcion SAF,Nro UOC,Descripcion UOC,Tipo de Procedimiento,Modalidad,Apartado Directa,Ejercicio,Fecha de Publicación,Fecha de Apertura,Etapa,Alcance,Nombre del Procedimiento,Objeto del Procedimiento,Monto Estimado,Tipo de Operación
96-0057-LPU19,908.0,908 - Hospital Nacional Dr. Alejandro Posadas,96.0,96 - Dirección General de Administración,Licitacion Pública,Sin Modalidad,,2019.0,03/01/2020 08:00:00 a.m.,23/01/2020 01:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE VERDURAS PROCESADAS Y ENVASADAS,ADQUISICIÓN DE VERDURAS PROCESADAS Y ENVASADAS,7620000.0,Proceso de Compra
22-0009-LPR19,250.0,250 - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal,22.0,22 - Dpto de Compras y Suministros - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal,Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 10:00:00 a.m.,15/01/2020 09:00:00 a.m.,Única,Nacional,Adquisición de muebles de oficina,Adquisición de muebles de oficina,2003340.51,Proceso de Compra
92-0009-LPR19,116.0,116 - Biblioteca Nacional,92.0,92 - Departamento de Compras y Contrataciones- BN,Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 12:00:00 p.m.,21/01/2020 11:00:00 a.m.,Única,Nacional,CONTRATACIÓN SERVICIO ANUAL DE CONTROL DE PLAGAS PARA LAS INSTALACIONES DE LA BIBLIOTECA NACIONAL.,CONTRATACIÓN SERVICIO ANUAL DE CONTROL DE PLAGAS PARA LAS INSTALACIONES DE LA BIBLIOTECA NACIONAL MARIANO MORENO.,2520996.0,Proceso de Compra
22-0011-LPR19,250.0,250 - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal,22.0,22 - Dpto de Compras y Suministros - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal,Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,14/01/2020 09:00:00 a.m.,Única,Nacional,SERVICIO DE PINTURA E IMPERMEABILIZACIÓN,SERVICIO DE PINTURA E IMPERMEABILIZACIÓN,2154525.0,Proceso de Compra
37/5-0915-CDI19,375.0,375 - Gendarmeria Nacional,37.0,37/005 - Escuela De  Gendarmería Nacional Grl D. M.M. De Güemes,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,03/01/2020 12:30:00 p.m.,22/01/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE ALQUILER DE FOTOCOPIADORA,SERVICIO DE ALQUILER DE FOTOCOPIADORA,792000.0,Proceso de Compra
37/5-0932-CDI19,375.0,375 - Gendarmeria Nacional,37.0,37/005 - Escuela De  Gendarmería Nacional Grl D. M.M. De Güemes,Contratación Directa,Orden de compra abierta,Apartado 1: Compulsa Abreviada Por Monto,2019.0,03/01/2020 12:30:00 p.m.,29/01/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE ROTULACION DE TITULOS,SERVICIO DE ROTULACION DE TITULOS,460000.0,Proceso de Compra
46/14-1142-CDI19,604.0,604 - Dirección Nacional de Vialidad,46.0,46/14 - 14° San Luis - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,03/01/2020 06:00:00 p.m.,20/01/2020 04:00:00 p.m.,Única,Nacional,SERVICE OFICIAL CAMIONES IVECO DAILY 70C17,SERVICE OFICIAL CAMIONES IVECO DAILY 70C17 (40 000 km),105900.0,Proceso de Compra
84/29-0147-LPU19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/29 - Liceo Militar General Espejo,Licitacion Pública,Orden de compra abierta,,2019.0,03/01/2020 12:00:00 p.m.,29/01/2020 10:00:00 a.m.,Única,Nacional,Adquisición de Racionamiento en Cocido con Servicio de Mesa para el Año 2020.,Adquisición de Racionamiento en Cocido con Servicio de Mesa  para el Año 2020.,49515815.25,Proceso de Compra
46/7-1147-CDI19,604.0,604 - Dirección Nacional de Vialidad,46.0,46/07 - 7° Santa Fe - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,03/01/2020 12:40:00 p.m.,17/01/2020 11:00:00 a.m.,Única,Nacional,Servicio de Urgencias y Emergencias  Area Protegida,Servicio de Urgencias y Emergencias  Area Protegida,276000.0,Proceso de Compra
64-0019-LPU19,852.0,852 - Superintendencia de Riesgos de Trabajo,64.0,64/000 - Departamento de Compras y Contrataciones- SRT,Licitacion Pública,Orden de compra abierta,,2019.0,03/01/2020 12:00:00 a.m.,23/01/2020 11:00:00 a.m.,Única,Nacional,Adquisición de equipamiento informático,Adquisición de equipamiento informático,280000.0,Proceso de Compra
84/34-2086-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/34 - Regimiento de Granaderos a Caballo,Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,14/01/2020 09:00:00 a.m.,Única,Nacional,ADQUIRIR EFECTOS DE LIBRERIA PARA EL 1ER TRIM 2020,ADQUIRIR EFECTOS DE LIBRERÍA PARA EL 1ER TRIM 2020,95596.0,Proceso de Compra
84/34-2090-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/34 - Regimiento de Granaderos a Caballo,Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 10:00:00 a.m.,14/01/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE VIVERES ESPECIALES PARA EL 1ER TRIM 2020,ADQUISICIÓN DE VIVERES ESPECIALES PARA EL 1ER TRIM 2020,273476.94,Proceso de Compra
84/77-2094-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,03/02/2020 09:30:00 a.m.,Única,Nacional,ADQUISICION DE ARTÍCULOS DE FERRETERÍA Y AFINES DEL 1ER TRIMESTRE 2020,ADQUISICIÓN DE ARTÍCULOS DE FERRETERÍA EN GENERAL Y AFINES PARA EL ESTADO MAYOR GENERAL DEL EJÉRCITO Y SUS UNIDADES DEPENDIENTES  CORRESPONDIENTES AL 1ER SEMESTRE DE 2020,2784533.31,Proceso de Compra
84/77-2098-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,04/02/2020 09:00:00 a.m.,Única,Nacional,CONTRATAR UN SERVICIO DE IMPRESIÓN 1ER TRIMESTRE 2020,CONTRATACIÓN DE SERVICIO DE IMPRESIÓN PARA EL ESTADO MAYOR GENERAL DEL EJÉRCITO Y UNIDADES DEPENDIENTES CORRESPONDIENTE AL 1ER TRIMESTRE DE 2020,615460.0,Proceso de Compra
46/11-1154-CDI19,604.0,604 - Dirección Nacional de Vialidad,46.0,46/11 - 11° Catamarca - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,03/01/2020 08:00:00 a.m.,28/01/2020 12:00:00 p.m.,Única,Nacional,ADQUISICIÓN DE CHALECOS DE SEGURIDAD - DNV 11° DTO.-,ADQUISICIÓN DE CHALECOS DE SEGURIDAD - DNV 11° DTO.-,212500.0,Proceso de Compra
84/77-2104-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,03/02/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA LOS VEHÍCULOS OFICIALES DEL ESTADO MAYOR GENERAL DEL EJÉR,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA LOS VEHÍCULOS OFICIALES DEL ESTADO MAYOR GENERAL DEL EJÉRCITO,55900.0,Proceso de Compra
84/77-2110-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,04/02/2020 09:30:00 a.m.,Única,Nacional,MANTENIMIENTO Y RECARGA DE MATAFUEGOS 1ER TRIMESTRE 2020 - CU GRL,CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO Y RECARGA DE MATAFUEGOS PARA EL ESTADO MAYOR GENERAL DEL EJERCITO Y UNIDADES DEPENDIENTES  CORRESPONDIENTE AL 1ER TRIMESTRE DE 2020,319492.0,Proceso de Compra
84/77-2111-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,03/02/2020 10:30:00 a.m.,Única,Nacional,CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS OFICIALES DEL ESTADO MAYOR GENER,CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS OFICIALES DEL ESTADO MAYOR GENERAL DEL EJÉRCITO,105880.0,Proceso de Compra
84/77-2113-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,03/02/2020 11:00:00 a.m.,Única,Nacional,ELEMENTOS DE LIMPIEZA 1ER TRIMESTRE 2020,ADQUISICION DE ELEMENTOS DE LIMPIEZA Y ARTICULOS DESCARTABLES PARA UNIDADES DEPENDIENTES DEL ESTADO MAYOR GENERAL DEL EJERCITO PARA EL 1ER TRIMESTRE DEL AÑO 2020,1464449.0,Proceso de Compra
38/1-1415-LPR19,379.0,379 - Estado Mayor General de la Armada,38.0,38/01 - ARSENAL NAVAL PUERTO BELGRANO,Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 08:00:00 a.m.,31/01/2020 09:30:00 a.m.,Única,Nacional,ADQUISICIÓN DE INSUMOS DE COMPUTACIÓN,ADQUISICIÓN DE INSUMOS DE COMPUTACIÓN,660935.0,Proceso de Compra
84/77-2114-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,04/02/2020 10:00:00 a.m.,Única,Nacional,ARTÍCULOS DE BAZAR Y MENAJE PARA EL EMGE,ADQUISICIÓN DE VAJILLA PARA DEPENDENCIAS DEL ESTADO MAYOR GENERAL DEL EJÉRCITO PARA EL 1ER TRIMESTRE 2020,26887.0,Proceso de Compra
84/22-2115-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/22 - Comando de Brigada de Monte XII,Licitacion Privada,Orden de compra abierta,,2019.0,03/01/2020 08:00:00 a.m.,14/01/2020 09:00:00 a.m.,Única,Nacional,Adquisición de Gas Propano a Granel e instalación de Equipos Afines,Adquisición de Gas Propano a Granel e instalación de Equipos Afines,707667.92,Proceso de Compra
84/77-2119-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,04/02/2020 10:30:00 a.m.,Única,Nacional,ADQUISICIÓN DE INDUMENTARIA PARA EL EMGE,ADQUISICIÓN DE INDUMENTARIA DE TRABAJO Y AFINES PARA DEPENDENCIAS DEL ESTADO MAYOR GENERAL DEL EJÉRCITO PARA EL 1ER TRIMESTRE DEL AÑO 2020,37881.0,Proceso de Compra
84/128-2128-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/128 - Dirección General de Intendencia,Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 08:00:00 a.m.,16/01/2020 09:00:00 a.m.,Única,Nacional,MANTENIMIENTO CORRECTIVO DE MAQUINAS DE LA PANADERIA MILITAR DEL BATALLON DE INTENDENCIA 601,MANTENIMIENTO CORRECTIVO DE MAQUINAS DE LA PANADERIA MILITAR DEL BATALLON DE INTENDENCIA 601,457000.0,Proceso de Compra
40/16-1011-CDI19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/016 - AREA MATERIAL QUILMES,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,03/01/2020 10:00:00 a.m.,22/01/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE DOSIMETRIA,SERVICIO DE DOSIMETRIA,30000.0,Proceso de Compra
84/77-2134-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/77 - Departamento Contaduría y Finanzas (EMGE),Licitacion Privada,Sin Modalidad,,2019.0,03/01/2020 09:00:00 a.m.,05/02/2020 09:00:00 a.m.,Única,Nacional,LAVADO DE PRENDAS PARA EL EMGE 1ER TRIM 2020,CONTRATACIÓN DEL SERVICIO DE LAVADO DE PRENDAS PARA DEPENDENCIAS DEL ESTADO MAYOR GENERAL DEL EJERCITO PARA EL 1ER TRIMESTRE DE 2020,97770.0,Proceso de Compra
40/16-1015-CDI19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,40/016 - AREA MATERIAL QUILMES,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,03/01/2020 11:30:00 a.m.,22/01/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE RESIDUOS PELIGROSOS,SERVICIO DE RESIDUOS PELIGROSOS,42000.0,Proceso de Compra
40/51-0098-LPU19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,Departamento Contrataciones Córdoba - UOC 40/51,Licitacion Pública,Orden de compra abierta,,2019.0,03/01/2020 08:00:00 a.m.,14/01/2020 09:30:00 a.m.,Única,Nacional,Adquisición de Insumos Medico-Descartables para el HOSPITAL AERONÁUTICO CÓRDOBA.,Adquisición de Insumos Medico-Descartables para el HOSPITAL AERONÁUTICO CÓRDOBA.,10846422.39,Proceso de Compra
74/49-0034-LPU19,107.0,107 - Administración de Parques Nacionales,74.0,74/49 - Unidad Coordinadora de Proyectos con Financiamiento Externo - UCEFE,Licitacion Pública,,,2019.0,03/01/2020 09:00:00 a.m.,27/01/2020 05:00:00 p.m.,Única,Nacional,Adquisición de MiniVans y Motocicletas con destino a Áreas Protegidas Nacionales y Provinciales,Adquisición de MiniVans y Motocicletas con destino a Áreas Protegidas Nacionales y Provinciales,3660000.0,Proceso de Compra
37/14-0002-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/014 - Destacamento Movil 2,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/01/2020 11:30:00 a.m.,10/01/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA VEHÍCULOS,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA VEHÍCULOS,1267940.0,Proceso de Compra
37/14-0003-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/014 - Destacamento Movil 2,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/01/2020 11:30:00 a.m.,10/01/2020 12:00:00 p.m.,Única,Nacional,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS,1325800.0,Proceso de Compra
37/14-0005-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/014 - Destacamento Movil 2,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/01/2020 08:00:00 p.m.,13/01/2020 09:30:00 a.m.,Única,Nacional,ADQUISICIÓN DE CARTUCHOS Y TÓNER PARA IMPRESORAS,ADQUISICIÓN DE CARTUCHOS Y TÓNER PARA IMPRESORAS,392432.33,Proceso de Compra
37/14-0006-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/014 - Destacamento Movil 2,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/01/2020 08:00:00 p.m.,14/01/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE FERRETERÍA  MATERIALES DE CONSTRUCCIÓN Y PINTURAS,ADQUISICIÓN DE ELEMENTOS DE FERRETERÍA  MATERIALES DE CONSTRUCCIÓN Y PINTURAS,619450.0,Proceso de Compra
37/14-0007-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/014 - Destacamento Movil 2,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/01/2020 08:00:00 p.m.,14/01/2020 10:30:00 a.m.,Única,Nacional,ADQUISICIÓN DE ELEMENTOS DE LIMPIEZA,ADQUISICIÓN DE ELEMENTOS DE LIMPIEZA,332817.26,Proceso de Compra
37/14-0008-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/014 - Destacamento Movil 2,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/01/2020 08:30:00 p.m.,13/01/2020 11:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE PRODUCTOS VETERINARIOS,ADQUISICIÓN DE PRODUCTOS VETERINARIOS,66285.94,Proceso de Compra
37/14-0009-CDI20,375.0,375 - Gendarmeria Nacional,37.0,37/014 - Destacamento Movil 2,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,03/01/2020 08:30:00 p.m.,13/01/2020 12:30:00 p.m.,Única,Nacional,ADQUISICIÓN DE INSUMOS MÉDICOS Y ODONTOLÓGICOS,ADQUISICIÓN DE INSUMOS MÉDICOS Y ODONTOLÓGICOS,77385.12,Proceso de Compra
494-0002-CDI19,121.0,121 - Banco Nacional de Datos Genéticos,494.0,494 - Área de Compras y Contrataciones,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/01/2020 03:00:00 p.m.,16/01/2020 12:00:00 p.m.,Única,Nacional,contratación del servicio de mantenimiento de equipo purificador de agua DIRECT-Q 3UV (MILLIPORE),contratación del servicio de mantenimiento de equipo purificador de agua DIRECT-Q 3UV (MILLIPORE),76860.0,Proceso de Compra
37/122-0875-CDI19,375.0,375 - Gendarmeria Nacional,37.0,37/122 - Comando De Región VI,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/01/2020 08:00:00 a.m.,15/01/2020 10:00:00 a.m.,Única,Nacional,ADQUISICION DE FERRETERIA Y MATERIALES DE CONSTRUCCION,ADQUISICION DE FERRETERIA Y MATERIALES DE CONSTRUCCION,137865.72,Proceso de Compra
84/26-0132-LPU19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/26 - Hospital Militar Central 601,Licitacion Pública,Sin Modalidad,,2019.0,06/01/2020 08:00:00 a.m.,17/01/2020 10:00:00 a.m.,Única,Nacional,SERVICIO DE PRÓTESIS ODONTOLOGICAS PARA EL H GRL 601 - HMC,SERVICIO DE PRÓTESIS ODONTOLOGICAS NIÑOS Y ADULTOS  SOBRE IMPLANTES Y PROVISIÓN DE APARATOLOGIA PARA ORTOPEDIA Y ORTODONCIA PARA EL HOSPITAL GENERAL 601 - HOSPITAL MILITAR CENTRAL,7222210.0,Proceso de Compra
46/5-0168-LPR19,604.0,604 - Dirección Nacional de Vialidad,46.0,46/05 - 5° Salta - DNV,Licitacion Privada,Sin Modalidad,,2019.0,06/01/2020 09:30:00 a.m.,21/01/2020 10:00:00 a.m.,Única,Nacional,CONTRATACIÓN DE SERVCIO DE MANO DE OBRA PARA MANTENIMIENTO DE RNNº 9 51 Y 68,CONTRATACIÓN DE SERVCIO DE MANO DE OBRA PARA MANTENIMIENTO DE RNNº 9 51 Y 68,5414400.0,Proceso de Compra
15-0050-CDI19,106.0,106 - Comisión Nacional de Actividades Espaciales,15.0,15 - Unidad de Abastecimiento - CONAE,Contratación Directa,Sin Modalidad,Apartado 3: Adjudicación Simple por Exclusividad,2019.0,06/01/2020 11:00:00 a.m.,17/01/2020 11:00:00 a.m.,Única,Nacional,Renovación del Mantenimiento y Soporte de Licencias de Dassault Systems,Renovación del Mantenimiento y Soporte de Licencias de Dassault Systems,15681430.0,Proceso de Compra
84/140-1926-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/140 - Comando de Brigada de Monte III,Licitacion Privada,Orden de compra abierta,,2019.0,06/01/2020 01:00:00 p.m.,14/01/2020 08:30:00 a.m.,Única,Nacional,SERVICIO DE VIGILANCIA  SEGURIDAD Y MANT DE CAMARAS (CCTV) - AÑO 2020,SERVICIO DE VIGILANCIA  SEGURIDAD Y MANT DE CAMARAS (CCTV) - AÑO 2020,1560000.0,Proceso de Compra
46/4-0001-CDI20,604.0,604 - Dirección Nacional de Vialidad,46.0,46/04 - 4° Mendoza - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2020.0,06/01/2020 12:00:00 p.m.,13/01/2020 09:00:00 a.m.,Única,Nacional,2° LLAMADO PROVISION DE HORMIGON ELABORADO (TIPO H-13) PARA EL 4° DISTRITO DE LA D.N.V.,2° LLAMADO PROVISION DE HORMIGON ELABORADO (TIPO H-13) PARA EL 4° DISTRITO DE LA D.N.V.,138620.1,Proceso de Compra
37/5-0111-LPR19,375.0,375 - Gendarmeria Nacional,37.0,37/005 - Escuela De  Gendarmería Nacional Grl D. M.M. De Güemes,Licitacion Privada,Orden de compra abierta,,2019.0,06/01/2020 12:00:00 p.m.,24/01/2020 11:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE VAJILLA,ADQUISICIÓN DE VAJILLA,2306388.0,Proceso de Compra
84/36-0008-LPR20,374.0,374 - Estado Mayor General del Ejercito,84.0,84/36 - Escuela Militar de Montaña,Licitacion Privada,Sin Modalidad,,2020.0,06/01/2020 10:00:00 a.m.,13/01/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE VÍVERES ESPECIALES 2DO LLAMADO,ADQUISICIÓN DE VÍVERES ESPECIALES,154332.0,Proceso de Compra
84/140-1991-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/140 - Comando de Brigada de Monte III,Licitacion Privada,Sin Modalidad,,2019.0,06/01/2020 01:00:00 p.m.,14/01/2020 08:10:00 a.m.,Única,Nacional,ADQ. DE GAS ENVASADO Y A GRANEL PARA LAS UNIDADES DEPENDIENTES A ESTE CDO BR MTE III - 1ER TRIM 2020,ADQUIRIR GAS ENVASADO Y A GRANEL PARA EL COMANDO DE BRIGADA DE MONTE III Y UNIDADES DEPENDIENTES A FIN DE CONTAR CON EL COMBUSTIBLE NECESARIO PARA LA CONFECCIÓN DEL RACIONAMIENTO DEL PERSONAL,136188.98,Proceso de Compra
84/140-1996-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/140 - Comando de Brigada de Monte III,Licitacion Privada,Sin Modalidad,,2019.0,06/01/2020 01:00:00 p.m.,14/01/2020 08:00:00 a.m.,Única,Nacional,CONTRATAR EL SERVICIO DE INTERNET  PARA EL RI MEC 4 - 1ER TRIM 2020,CONTRATAR EL SERVICIO DE INTERNET  PARA EL RI MEC 4 - 1ER TRIM 2020,32773.0,Proceso de Compra
40/51-0998-CDI19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,Departamento Contrataciones Córdoba - UOC 40/51,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/01/2020 06:00:00 p.m.,14/01/2020 10:00:00 a.m.,Única,Nacional,Adquisición de Insumos para Coagulometro  con provisión de Equipo en Comodato para el HACba,Adquisición de Insumos para Coagulometro  con provisión de Equipo en Comodato para el HACba,748600.25,Proceso de Compra
46/12-1146-CDI19,604.0,604 - Dirección Nacional de Vialidad,46.0,46/12 - 12° Neuquen - DNV,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/01/2020 09:00:00 a.m.,14/01/2020 03:00:00 p.m.,Única,Nacional,Postes de madera y Bulones para Sección Señalamiento,Postes de madera y Bulones para Sección Señalamiento,1707700.0,Proceso de Compra
46/3-0177-LPR19,604.0,604 - Dirección Nacional de Vialidad,46.0,46/03 - 3° Tucumán - DNV,Licitacion Privada,Sin Modalidad,,2019.0,06/01/2020 12:30:00 p.m.,14/01/2020 10:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE MEZCLA ASFÁLTICA,ADQUISICIÓN DE MEZCLA ASFÁLTICA EN CALIENTE,1880000.0,Proceso de Compra
40/47-1004-CDI19,381.0,381 - Estado Mayor General de La Fuerza Aérea,40.0,Departamento Contrataciones Córdoba - UOC 40/47,Contratación Directa,Sin Modalidad,Apartado 1: Compulsa Abreviada Por Monto,2019.0,06/01/2020 12:00:00 p.m.,10/01/2020 11:00:00 a.m.,Única,Nacional,Servicio de Concesión de Cantinas para el Grupo Aspirantes y Grupo Enseñanza de la ESFA,Servicio de Concesión de Cantinas para el Grupo Aspirantes y Grupo Enseñanza de la ESFA,240000.0,Genera Recursos
14/3-0067-LPR19,105.0,105 - Comisión Nacional de Energía Atómica,14.0,14/3 - Centro Atómico Bariloche - CNEA,Licitacion Privada,Sin Modalidad,,2019.0,06/01/2020 02:00:00 p.m.,28/01/2020 09:00:00 a.m.,Única,Nacional,INDUMENTARIA,INDUMENTARIA,3943867.5,Proceso de Compra
84/6-2127-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/06 - Dirección General de Salud,Licitacion Privada,Orden de compra abierta,,2019.0,06/01/2020 09:00:00 a.m.,15/01/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE EFECTOS PARA HEMATOLOGÍA,ADQUISICIÓN DE EFECTOS PARA HEMATOLOGÍA,5449960.0,Proceso de Compra
84/6-2136-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/06 - Dirección General de Salud,Licitacion Privada,Orden de compra abierta,,2019.0,06/01/2020 09:00:00 a.m.,17/01/2020 10:00:00 a.m.,Única,Nacional,SERVICIO MENSUAL DE LIMPIEZA DE EDIFICIOS DE LA DIRECCIÓN GENERAL DE SALUD,SERVICIO MENSUAL DE LIMPIEZA DE EDIFICIOS DE LA DIRECCIÓN GENERAL DE SALUD,1196400.0,Proceso de Compra
84/128-0155-LPU19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/128 - Dirección General de Intendencia,Licitacion Pública,Orden de compra abierta,,2019.0,06/01/2020 08:00:00 a.m.,17/01/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE ACCESORIOS DE UNIFORMES PARA LA INCORPORACION E INVESTIDURA 2021,ADQUISICIÓN DE ACCESORIOS DE UNIFORMES PARA LA INCORPORACION E INVESTIDURA 2021,9162965.0,Proceso de Compra
84/6-2140-LPR19,374.0,374 - Estado Mayor General del Ejercito,84.0,84/06 - Dirección General de Salud,Licitacion Privada,Orden de compra abierta,,2019.0,06/01/2020 09:00:00 a.m.,17/01/2020 09:00:00 a.m.,Única,Nacional,ADQUISICIÓN DE PRODUCTOS QUIRÚRGICOS Y DE CURACIONES,ADQUISICIÓN DE PRODUCTOS QUIRÚRGICOS Y DE CURACIONES,4749474.0,Proceso de Compra
